model,market,calendar_week,week_start_date,demand_units
e:Ny1,UK,13,2026-11-09,76
e:Ny1,Germany,13,2026-11-09,60
e:Ny1,France,13,2026-11-09,44
e:Ny1,Italy,13,2026-11-09,0
e:Ny1,Spain,13,2026-11-09,0
e:Ny1,Netherlands,13,2026-11-09,19
e:Ny1,Belgium,13,2026-11-09,16
e:Ny1,Poland,13,2026-11-09,0
e:Ny1,Nordics,13,2026-11-09,19
e:Ny1,Portugal,13,2026-11-09,0
Civic,UK,14,2026-11-16,156
Civic,Germany,14,2026-11-16,123
Civic,France,14,2026-11-16,91
Civic,Italy,14,2026-11-16,58
Civic,Spain,14,2026-11-16,52
Civic,Netherlands,14,2026-11-16,39
Civic,Belgium,14,2026-11-16,32
Civic,Poland,14,2026-11-16,29
Civic,Nordics,14,2026-11-16,39
Civic,Portugal,14,2026-11-16,29
CR-V,UK,14,2026-11-16,156
CR-V,Germany,14,2026-11-16,123
CR-V,France,14,2026-11-16,91
CR-V,Italy,14,2026-11-16,58
CR-V,Spain,14,2026-11-16,52
CR-V,Netherlands,14,2026-11-16,39
CR-V,Belgium,14,2026-11-16,32
CR-V,Poland,14,2026-11-16,29
CR-V,Nordics,14,2026-11-16,39
CR-V,Portugal,14,2026-11-16,29
HR-V,UK,14,2026-11-16,78
HR-V,Germany,14,2026-11-16,62
HR-V,France,14,2026-11-16,45
HR-V,Italy,14,2026-11-16,29
HR-V,Spain,14,2026-11-16,26
HR-V,Netherlands,14,2026-11-16,19
HR-V,Belgium,14,2026-11-16,16
HR-V,Poland,14,2026-11-16,15
HR-V,Nordics,14,2026-11-16,19
HR-V,Portugal,14,2026-11-16,15
Jazz,UK,14,2026-11-16,93
Jazz,Germany,14,2026-11-16,74
Jazz,France,14,2026-11-16,55
Jazz,Italy,14,2026-11-16,35
Jazz,Spain,14,2026-11-16,31
Jazz,Netherlands,14,2026-11-16,23
Jazz,Belgium,14,2026-11-16,19
Jazz,Poland,14,2026-11-16,18
Jazz,Nordics,14,2026-11-16,23
Jazz,Portugal,14,2026-11-16,18
e:Ny1,UK,14,2026-11-16,77
e:Ny1,Germany,14,2026-11-16,61
e:Ny1,France,14,2026-11-16,45
e:Ny1,Italy,14,2026-11-16,0
e:Ny1,Spain,14,2026-11-16,0
e:Ny1,Netherlands,14,2026-11-16,19
e:Ny1,Belgium,14,2026-11-16,16
e:Ny1,Poland,14,2026-11-16,0
e:Ny1,Nordics,14,2026-11-16,19
e:Ny1,Portugal,14,2026-11-16,0
Civic,UK,15,2026-11-23,156
Civic,Germany,15,2026-11-23,123
Civic,France,15,2026-11-23,91
Civic,Italy,15,2026-11-23,58
Civic,Spain,15,2026-11-23,52
Civic,Netherlands,15,2026-11-23,39
Civic,Belgium,15,2026-11-23,32
Civic,Poland,15,2026-11-23,29
Civic,Nordics,15,2026-11-23,39
Civic,Portugal,15,2026-11-23,29
CR-V,UK,15,2026-11-23,156
CR-V,Germany,15,2026-11-23,123
CR-V,France,15,2026-11-23,91
CR-V,Italy,15,2026-11-23,58
CR-V,Spain,15,2026-11-23,52
CR-V,Netherlands,15,2026-11-23,39
CR-V,Belgium,15,2026-11-23,32
CR-V,Poland,15,2026-11-23,29
CR-V,Nordics,15,2026-11-23,39
CR-V,Portugal,15,2026-11-23,29
HR-V,UK,15,2026-11-23,78
HR-V,Germany,15,2026-11-23,62
HR-V,France,15,2026-11-23,45
HR-V,Italy,15,2026-11-23,29
HR-V,Spain,15,2026-11-23,26
HR-V,Netherlands,15,2026-11-23,19
HR-V,Belgium,15,2026-11-23,16
HR-V,Poland,15,2026-11-23,15
HR-V,Nordics,15,2026-11-23,19
HR-V,Portugal,15,2026-11-23,15
Jazz,UK,15,2026-11-23,93
Jazz,Germany,15,2026-11-23,74
Jazz,France,15,2026-11-23,54
Jazz,Italy,15,2026-11-23,35
Jazz,Spain,15,2026-11-23,31
Jazz,Netherlands,15,2026-11-23,23
Jazz,Belgium,15,2026-11-23,19
Jazz,Poland,15,2026-11-23,18
Jazz,Nordics,15,2026-11-23,23
Jazz,Portugal,15,2026-11-23,18
e:Ny1,UK,15,2026-11-23,78
e:Ny1,Germany,15,2026-11-23,62
e:Ny1,France,15,2026-11-23,45
e:Ny1,Italy,15,2026-11-23,0
e:Ny1,Spain,15,2026-11-23,0
e:Ny1,Netherlands,15,2026-11-23,19
e:Ny1,Belgium,15,2026-11-23,16
e:Ny1,Poland,15,2026-11-23,0
e:Ny1,Nordics,15,2026-11-23,19
e:Ny1,Portugal,15,2026-11-23,0
Civic,UK,16,2026-11-30,155
Civic,Germany,16,2026-11-30,123
Civic,France,16,2026-11-30,91
Civic,Italy,16,2026-11-30,58
Civic,Spain,16,2026-11-30,52
Civic,Netherlands,16,2026-11-30,39
Civic,Belgium,16,2026-11-30,32
Civic,Poland,16,2026-11-30,29
Civic,Nordics,16,2026-11-30,39
Civic,Portugal,16,2026-11-30,29
CR-V,UK,16,2026-11-30,155
CR-V,Germany,16,2026-11-30,123
CR-V,France,16,2026-11-30,91
CR-V,Italy,16,2026-11-30,58
CR-V,Spain,16,2026-11-30,52
CR-V,Netherlands,16,2026-11-30,39
CR-V,Belgium,16,2026-11-30,32
CR-V,Poland,16,2026-11-30,29
CR-V,Nordics,16,2026-11-30,39
CR-V,Portugal,16,2026-11-30,29
HR-V,UK,16,2026-11-30,78
HR-V,Germany,16,2026-11-30,62
HR-V,France,16,2026-11-30,45
HR-V,Italy,16,2026-11-30,29
HR-V,Spain,16,2026-11-30,26
HR-V,Netherlands,16,2026-11-30,19
HR-V,Belgium,16,2026-11-30,16
HR-V,Poland,16,2026-11-30,15
HR-V,Nordics,16,2026-11-30,19
HR-V,Portugal,16,2026-11-30,15
Jazz,UK,16,2026-11-30,93
Jazz,Germany,16,2026-11-30,74
Jazz,France,16,2026-11-30,54
Jazz,Italy,16,2026-11-30,35
Jazz,Spain,16,2026-11-30,31
Jazz,Netherlands,16,2026-11-30,23
Jazz,Belgium,16,2026-11-30,19
Jazz,Poland,16,2026-11-30,17
Jazz,Nordics,16,2026-11-30,23
Jazz,Portugal,16,2026-11-30,17
e:Ny1,UK,16,2026-11-30,79
e:Ny1,Germany,16,2026-11-30,62
e:Ny1,France,16,2026-11-30,46
e:Ny1,Italy,16,2026-11-30,0
e:Ny1,Spain,16,2026-11-30,0
e:Ny1,Netherlands,16,2026-11-30,20
e:Ny1,Belgium,16,2026-11-30,16
e:Ny1,Poland,16,2026-11-30,0
e:Ny1,Nordics,16,2026-11-30,20
e:Ny1,Portugal,16,2026-11-30,0
Civic,UK,17,2026-12-07,155
Civic,Germany,17,2026-12-07,123
Civic,France,17,2026-12-07,91
Civic,Italy,17,2026-12-07,58
Civic,Spain,17,2026-12-07,52
Civic,Netherlands,17,2026-12-07,39
Civic,Belgium,17,2026-12-07,32
Civic,Poland,17,2026-12-07,29
Civic,Nordics,17,2026-12-07,39
Civic,Portugal,17,2026-12-07,29
CR-V,UK,17,2026-12-07,155
CR-V,Germany,17,2026-12-07,123
CR-V,France,17,2026-12-07,91
CR-V,Italy,17,2026-12-07,58
CR-V,Spain,17,2026-12-07,52
CR-V,Netherlands,17,2026-12-07,39
CR-V,Belgium,17,2026-12-07,32
CR-V,Poland,17,2026-12-07,29
CR-V,Nordics,17,2026-12-07,39
CR-V,Portugal,17,2026-12-07,29
HR-V,UK,17,2026-12-07,78
HR-V,Germany,17,2026-12-07,61
HR-V,France,17,2026-12-07,45
HR-V,Italy,17,2026-12-07,29
HR-V,Spain,17,2026-12-07,26
HR-V,Netherlands,17,2026-12-07,19
HR-V,Belgium,17,2026-12-07,16
HR-V,Poland,17,2026-12-07,15
HR-V,Nordics,17,2026-12-07,19
HR-V,Portugal,17,2026-12-07,15
Jazz,UK,17,2026-12-07,93
Jazz,Germany,17,2026-12-07,74
Jazz,France,17,2026-12-07,54
Jazz,Italy,17,2026-12-07,35
Jazz,Spain,17,2026-12-07,31
Jazz,Netherlands,17,2026-12-07,23
Jazz,Belgium,17,2026-12-07,19
Jazz,Poland,17,2026-12-07,17
Jazz,Nordics,17,2026-12-07,23
Jazz,Portugal,17,2026-12-07,17
e:Ny1,UK,17,2026-12-07,80
e:Ny1,Germany,17,2026-12-07,63
e:Ny1,France,17,2026-12-07,46
e:Ny1,Italy,17,2026-12-07,0
e:Ny1,Spain,17,2026-12-07,0
e:Ny1,Netherlands,17,2026-12-07,20
e:Ny1,Belgium,17,2026-12-07,17
e:Ny1,Poland,17,2026-12-07,0
e:Ny1,Nordics,17,2026-12-07,20
e:Ny1,Portugal,17,2026-12-07,0
Civic,UK,18,2026-12-14,155
Civic,Germany,18,2026-12-14,123
Civic,France,18,2026-12-14,90
Civic,Italy,18,2026-12-14,58
Civic,Spain,18,2026-12-14,52
Civic,Netherlands,18,2026-12-14,39
Civic,Belgium,18,2026-12-14,32
Civic,Poland,18,2026-12-14,29
Civic,Nordics,18,2026-12-14,39
Civic,Portugal,18,2026-12-14,29
CR-V,UK,18,2026-12-14,155
CR-V,Germany,18,2026-12-14,123
CR-V,France,18,2026-12-14,90
CR-V,Italy,18,2026-12-14,58
CR-V,Spain,18,2026-12-14,52
CR-V,Netherlands,18,2026-12-14,39
CR-V,Belgium,18,2026-12-14,32
CR-V,Poland,18,2026-12-14,29
CR-V,Nordics,18,2026-12-14,39
CR-V,Portugal,18,2026-12-14,29
HR-V,UK,18,2026-12-14,77
HR-V,Germany,18,2026-12-14,61
HR-V,France,18,2026-12-14,45
HR-V,Italy,18,2026-12-14,29
HR-V,Spain,18,2026-12-14,26
HR-V,Netherlands,18,2026-12-14,19
HR-V,Belgium,18,2026-12-14,16
HR-V,Poland,18,2026-12-14,15
HR-V,Nordics,18,2026-12-14,19
HR-V,Portugal,18,2026-12-14,15
Jazz,UK,18,2026-12-14,93
Jazz,Germany,18,2026-12-14,74
Jazz,France,18,2026-12-14,54
Jazz,Italy,18,2026-12-14,35
Jazz,Spain,18,2026-12-14,31
Jazz,Netherlands,18,2026-12-14,23
Jazz,Belgium,18,2026-12-14,19
Jazz,Poland,18,2026-12-14,17
Jazz,Nordics,18,2026-12-14,23
Jazz,Portugal,18,2026-12-14,17
e:Ny1,UK,18,2026-12-14,80
e:Ny1,Germany,18,2026-12-14,64
e:Ny1,France,18,2026-12-14,47
e:Ny1,Italy,18,2026-12-14,0
e:Ny1,Spain,18,2026-12-14,0
e:Ny1,Netherlands,18,2026-12-14,20
e:Ny1,Belgium,18,2026-12-14,17
e:Ny1,Poland,18,2026-12-14,0
e:Ny1,Nordics,18,2026-12-14,20
e:Ny1,Portugal,18,2026-12-14,0
Civic,UK,19,2026-12-21,155
Civic,Germany,19,2026-12-21,123
Civic,France,19,2026-12-21,90
Civic,Italy,19,2026-12-21,58
Civic,Spain,19,2026-12-21,52
Civic,Netherlands,19,2026-12-21,39
Civic,Belgium,19,2026-12-21,32
Civic,Poland,19,2026-12-21,29
Civic,Nordics,19,2026-12-21,39
Civic,Portugal,19,2026-12-21,29
CR-V,UK,19,2026-12-21,155
CR-V,Germany,19,2026-12-21,123
CR-V,France,19,2026-12-21,90
CR-V,Italy,19,2026-12-21,58
CR-V,Spain,19,2026-12-21,52
CR-V,Netherlands,19,2026-12-21,39
CR-V,Belgium,19,2026-12-21,32
CR-V,Poland,19,2026-12-21,29
CR-V,Nordics,19,2026-12-21,39
CR-V,Portugal,19,2026-12-21,29
HR-V,UK,19,2026-12-21,77
HR-V,Germany,19,2026-12-21,61
HR-V,France,19,2026-12-21,45
HR-V,Italy,19,2026-12-21,29
HR-V,Spain,19,2026-12-21,26
HR-V,Netherlands,19,2026-12-21,19
HR-V,Belgium,19,2026-12-21,16
HR-V,Poland,19,2026-12-21,15
HR-V,Nordics,19,2026-12-21,19
HR-V,Portugal,19,2026-12-21,15
Jazz,UK,19,2026-12-21,93
Jazz,Germany,19,2026-12-21,74
Jazz,France,19,2026-12-21,54
Jazz,Italy,19,2026-12-21,35
Jazz,Spain,19,2026-12-21,31
Jazz,Netherlands,19,2026-12-21,23
Jazz,Belgium,19,2026-12-21,19
Jazz,Poland,19,2026-12-21,17
Jazz,Nordics,19,2026-12-21,23
Jazz,Portugal,19,2026-12-21,17
e:Ny1,UK,19,2026-12-21,81
e:Ny1,Germany,19,2026-12-21,64
e:Ny1,France,19,2026-12-21,47
e:Ny1,Italy,19,2026-12-21,0
e:Ny1,Spain,19,2026-12-21,0
e:Ny1,Netherlands,19,2026-12-21,20
e:Ny1,Belgium,19,2026-12-21,17
e:Ny1,Poland,19,2026-12-21,0
e:Ny1,Nordics,19,2026-12-21,20
e:Ny1,Portugal,19,2026-12-21,0
Civic,UK,20,2026-12-28,155
Civic,Germany,20,2026-12-28,122
Civic,France,20,2026-12-28,90
Civic,Italy,20,2026-12-28,58
Civic,Spain,20,2026-12-28,52
Civic,Netherlands,20,2026-12-28,39
Civic,Belgium,20,2026-12-28,32
Civic,Poland,20,2026-12-28,29
Civic,Nordics,20,2026-12-28,39
Civic,Portugal,20,2026-12-28,29
CR-V,UK,20,2026-12-28,155
CR-V,Germany,20,2026-12-28,122
CR-V,France,20,2026-12-28,90
CR-V,Italy,20,2026-12-28,58
CR-V,Spain,20,2026-12-28,52
CR-V,Netherlands,20,2026-12-28,39
CR-V,Belgium,20,2026-12-28,32
CR-V,Poland,20,2026-12-28,29
CR-V,Nordics,20,2026-12-28,39
CR-V,Portugal,20,2026-12-28,29
HR-V,UK,20,2026-12-28,77
HR-V,Germany,20,2026-12-28,61
HR-V,France,20,2026-12-28,45
HR-V,Italy,20,2026-12-28,29
HR-V,Spain,20,2026-12-28,26
HR-V,Netherlands,20,2026-12-28,19
HR-V,Belgium,20,2026-12-28,16
HR-V,Poland,20,2026-12-28,14
HR-V,Nordics,20,2026-12-28,19
HR-V,Portugal,20,2026-12-28,14
Jazz,UK,20,2026-12-28,93
Jazz,Germany,20,2026-12-28,73
Jazz,France,20,2026-12-28,54
Jazz,Italy,20,2026-12-28,35
Jazz,Spain,20,2026-12-28,31
Jazz,Netherlands,20,2026-12-28,23
Jazz,Belgium,20,2026-12-28,19
Jazz,Poland,20,2026-12-28,17
Jazz,Nordics,20,2026-12-28,23
Jazz,Portugal,20,2026-12-28,17
e:Ny1,UK,20,2026-12-28,82
e:Ny1,Germany,20,2026-12-28,65
e:Ny1,France,20,2026-12-28,48
e:Ny1,Italy,20,2026-12-28,0
e:Ny1,Spain,20,2026-12-28,0
e:Ny1,Netherlands,20,2026-12-28,21
e:Ny1,Belgium,20,2026-12-28,17
e:Ny1,Poland,20,2026-12-28,0
e:Ny1,Nordics,20,2026-12-28,21
e:Ny1,Portugal,20,2026-12-28,0
Civic,UK,21,2027-01-04,154
Civic,Germany,21,2027-01-04,122
Civic,France,21,2027-01-04,90
Civic,Italy,21,2027-01-04,58
Civic,Spain,21,2027-01-04,51
Civic,Netherlands,21,2027-01-04,39
Civic,Belgium,21,2027-01-04,32
Civic,Poland,21,2027-01-04,29
Civic,Nordics,21,2027-01-04,39
Civic,Portugal,21,2027-01-04,29
CR-V,UK,21,2027-01-04,154
CR-V,Germany,21,2027-01-04,122
CR-V,France,21,2027-01-04,90
CR-V,Italy,21,2027-01-04,58
CR-V,Spain,21,2027-01-04,51
CR-V,Netherlands,21,2027-01-04,39
CR-V,Belgium,21,2027-01-04,32
CR-V,Poland,21,2027-01-04,29
CR-V,Nordics,21,2027-01-04,39
CR-V,Portugal,21,2027-01-04,29
HR-V,UK,21,2027-01-04,77
HR-V,Germany,21,2027-01-04,61
HR-V,France,21,2027-01-04,45
HR-V,Italy,21,2027-01-04,29
HR-V,Spain,21,2027-01-04,26
HR-V,Netherlands,21,2027-01-04,19
HR-V,Belgium,21,2027-01-04,16
HR-V,Poland,21,2027-01-04,14
HR-V,Nordics,21,2027-01-04,19
HR-V,Portugal,21,2027-01-04,14
Jazz,UK,21,2027-01-04,93
Jazz,Germany,21,2027-01-04,73
Jazz,France,21,2027-01-04,54
Jazz,Italy,21,2027-01-04,35
Jazz,Spain,21,2027-01-04,31
Jazz,Netherlands,21,2027-01-04,23
Jazz,Belgium,21,2027-01-04,19
Jazz,Poland,21,2027-01-04,17
Jazz,Nordics,21,2027-01-04,23
Jazz,Portugal,21,2027-01-04,17
e:Ny1,UK,21,2027-01-04,83
e:Ny1,Germany,21,2027-01-04,66
e:Ny1,France,21,2027-01-04,48
e:Ny1,Italy,21,2027-01-04,0
e:Ny1,Spain,21,2027-01-04,0
e:Ny1,Netherlands,21,2027-01-04,21
e:Ny1,Belgium,21,2027-01-04,17
e:Ny1,Poland,21,2027-01-04,0
e:Ny1,Nordics,21,2027-01-04,21
e:Ny1,Portugal,21,2027-01-04,0
Civic,UK,22,2027-01-11,154
Civic,Germany,22,2027-01-11,122
Civic,France,22,2027-01-11,90
Civic,Italy,22,2027-01-11,58
Civic,Spain,22,2027-01-11,51
Civic,Netherlands,22,2027-01-11,39
Civic,Belgium,22,2027-01-11,32
Civic,Poland,22,2027-01-11,29
Civic,Nordics,22,2027-01-11,39
Civic,Portugal,22,2027-01-11,29
CR-V,UK,22,2027-01-11,154
CR-V,Germany,22,2027-01-11,122
CR-V,France,22,2027-01-11,90
CR-V,Italy,22,2027-01-11,58
CR-V,Spain,22,2027-01-11,51
CR-V,Netherlands,22,2027-01-11,39
CR-V,Belgium,22,2027-01-11,32
CR-V,Poland,22,2027-01-11,29
CR-V,Nordics,22,2027-01-11,39
CR-V,Portugal,22,2027-01-11,29
HR-V,UK,22,2027-01-11,77
HR-V,Germany,22,2027-01-11,61
HR-V,France,22,2027-01-11,45
HR-V,Italy,22,2027-01-11,29
HR-V,Spain,22,2027-01-11,26
HR-V,Netherlands,22,2027-01-11,19
HR-V,Belgium,22,2027-01-11,16
HR-V,Poland,22,2027-01-11,14
HR-V,Nordics,22,2027-01-11,19
HR-V,Portugal,22,2027-01-11,14
Jazz,UK,22,2027-01-11,93
Jazz,Germany,22,2027-01-11,73
Jazz,France,22,2027-01-11,54
Jazz,Italy,22,2027-01-11,35
Jazz,Spain,22,2027-01-11,31
Jazz,Netherlands,22,2027-01-11,23
Jazz,Belgium,22,2027-01-11,19
Jazz,Poland,22,2027-01-11,17
Jazz,Nordics,22,2027-01-11,23
Jazz,Portugal,22,2027-01-11,17
e:Ny1,UK,22,2027-01-11,84
e:Ny1,Germany,22,2027-01-11,66
e:Ny1,France,22,2027-01-11,49
e:Ny1,Italy,22,2027-01-11,0
e:Ny1,Spain,22,2027-01-11,0
e:Ny1,Netherlands,22,2027-01-11,21
e:Ny1,Belgium,22,2027-01-11,17
e:Ny1,Poland,22,2027-01-11,0
e:Ny1,Nordics,22,2027-01-11,21
e:Ny1,Portugal,22,2027-01-11,0
Civic,UK,23,2027-01-18,154
Civic,Germany,23,2027-01-18,122
Civic,France,23,2027-01-18,90
Civic,Italy,23,2027-01-18,58
Civic,Spain,23,2027-01-18,51
Civic,Netherlands,23,2027-01-18,38
Civic,Belgium,23,2027-01-18,32
Civic,Poland,23,2027-01-18,29
Civic,Nordics,23,2027-01-18,38
Civic,Portugal,23,2027-01-18,29
CR-V,UK,23,2027-01-18,154
CR-V,Germany,23,2027-01-18,122
CR-V,France,23,2027-01-18,90
CR-V,Italy,23,2027-01-18,58
CR-V,Spain,23,2027-01-18,51
CR-V,Netherlands,23,2027-01-18,38
CR-V,Belgium,23,2027-01-18,32
CR-V,Poland,23,2027-01-18,29
CR-V,Nordics,23,2027-01-18,38
CR-V,Portugal,23,2027-01-18,29
HR-V,UK,23,2027-01-18,77
HR-V,Germany,23,2027-01-18,61
HR-V,France,23,2027-01-18,45
HR-V,Italy,23,2027-01-18,29
HR-V,Spain,23,2027-01-18,26
HR-V,Netherlands,23,2027-01-18,19
HR-V,Belgium,23,2027-01-18,16
HR-V,Poland,23,2027-01-18,14
HR-V,Nordics,23,2027-01-18,19
HR-V,Portugal,23,2027-01-18,14
Jazz,UK,23,2027-01-18,92
Jazz,Germany,23,2027-01-18,73
Jazz,France,23,2027-01-18,54
Jazz,Italy,23,2027-01-18,35
Jazz,Spain,23,2027-01-18,31
Jazz,Netherlands,23,2027-01-18,23
Jazz,Belgium,23,2027-01-18,19
Jazz,Poland,23,2027-01-18,17
Jazz,Nordics,23,2027-01-18,23
Jazz,Portugal,23,2027-01-18,17
e:Ny1,UK,23,2027-01-18,85
e:Ny1,Germany,23,2027-01-18,67
e:Ny1,France,23,2027-01-18,49
e:Ny1,Italy,23,2027-01-18,0
e:Ny1,Spain,23,2027-01-18,0
e:Ny1,Netherlands,23,2027-01-18,21
e:Ny1,Belgium,23,2027-01-18,18
e:Ny1,Poland,23,2027-01-18,0
e:Ny1,Nordics,23,2027-01-18,21
e:Ny1,Portugal,23,2027-01-18,0
Civic,UK,24,2027-01-25,154
Civic,Germany,24,2027-01-25,122
Civic,France,24,2027-01-25,90
Civic,Italy,24,2027-01-25,58
Civic,Spain,24,2027-01-25,51
Civic,Netherlands,24,2027-01-25,38
Civic,Belgium,24,2027-01-25,32
Civic,Poland,24,2027-01-25,29
Civic,Nordics,24,2027-01-25,38
Civic,Portugal,24,2027-01-25,29
CR-V,UK,24,2027-01-25,154
CR-V,Germany,24,2027-01-25,122
CR-V,France,24,2027-01-25,90
CR-V,Italy,24,2027-01-25,58
CR-V,Spain,24,2027-01-25,51
CR-V,Netherlands,24,2027-01-25,38
CR-V,Belgium,24,2027-01-25,32
CR-V,Poland,24,2027-01-25,29
CR-V,Nordics,24,2027-01-25,38
CR-V,Portugal,24,2027-01-25,29
HR-V,UK,24,2027-01-25,77
HR-V,Germany,24,2027-01-25,61
HR-V,France,24,2027-01-25,45
HR-V,Italy,24,2027-01-25,29
HR-V,Spain,24,2027-01-25,26
HR-V,Netherlands,24,2027-01-25,19
HR-V,Belgium,24,2027-01-25,16
HR-V,Poland,24,2027-01-25,14
HR-V,Nordics,24,2027-01-25,19
HR-V,Portugal,24,2027-01-25,14
Jazz,UK,24,2027-01-25,92
Jazz,Germany,24,2027-01-25,73
Jazz,France,24,2027-01-25,54
Jazz,Italy,24,2027-01-25,35
Jazz,Spain,24,2027-01-25,31
Jazz,Netherlands,24,2027-01-25,23
Jazz,Belgium,24,2027-01-25,19
Jazz,Poland,24,2027-01-25,17
Jazz,Nordics,24,2027-01-25,23
Jazz,Portugal,24,2027-01-25,17
e:Ny1,UK,24,2027-01-25,86
e:Ny1,Germany,24,2027-01-25,68
e:Ny1,France,24,2027-01-25,50
e:Ny1,Italy,24,2027-01-25,0
e:Ny1,Spain,24,2027-01-25,0
e:Ny1,Netherlands,24,2027-01-25,21
e:Ny1,Belgium,24,2027-01-25,18
e:Ny1,Poland,24,2027-01-25,0
e:Ny1,Nordics,24,2027-01-25,21
e:Ny1,Portugal,24,2027-01-25,0
Civic,UK,25,2027-02-01,154
Civic,Germany,25,2027-02-01,122
Civic,France,25,2027-02-01,90
Civic,Italy,25,2027-02-01,58
Civic,Spain,25,2027-02-01,51
Civic,Netherlands,25,2027-02-01,38
Civic,Belgium,25,2027-02-01,32
Civic,Poland,25,2027-02-01,29
Civic,Nordics,25,2027-02-01,38
Civic,Portugal,25,2027-02-01,29
CR-V,UK,25,2027-02-01,154
CR-V,Germany,25,2027-02-01,122
CR-V,France,25,2027-02-01,90
CR-V,Italy,25,2027-02-01,58
CR-V,Spain,25,2027-02-01,51
CR-V,Netherlands,25,2027-02-01,38
CR-V,Belgium,25,2027-02-01,32
CR-V,Poland,25,2027-02-01,29
CR-V,Nordics,25,2027-02-01,38
CR-V,Portugal,25,2027-02-01,29
HR-V,UK,25,2027-02-01,77
HR-V,Germany,25,2027-02-01,61
HR-V,France,25,2027-02-01,45
HR-V,Italy,25,2027-02-01,29
HR-V,Spain,25,2027-02-01,26
HR-V,Netherlands,25,2027-02-01,19
HR-V,Belgium,25,2027-02-01,16
HR-V,Poland,25,2027-02-01,14
HR-V,Nordics,25,2027-02-01,19
HR-V,Portugal,25,2027-02-01,14
Jazz,UK,25,2027-02-01,92
Jazz,Germany,25,2027-02-01,73
Jazz,France,25,2027-02-01,54
Jazz,Italy,25,2027-02-01,35
Jazz,Spain,25,2027-02-01,31
Jazz,Netherlands,25,2027-02-01,23
Jazz,Belgium,25,2027-02-01,19
Jazz,Poland,25,2027-02-01,17
Jazz,Nordics,25,2027-02-01,23
Jazz,Portugal,25,2027-02-01,17
e:Ny1,UK,25,2027-02-01,86
e:Ny1,Germany,25,2027-02-01,68
e:Ny1,France,25,2027-02-01,50
e:Ny1,Italy,25,2027-02-01,0
e:Ny1,Spain,25,2027-02-01,0
e:Ny1,Netherlands,25,2027-02-01,22
e:Ny1,Belgium,25,2027-02-01,18
e:Ny1,Poland,25,2027-02-01,0
e:Ny1,Nordics,25,2027-02-01,22
e:Ny1,Portugal,25,2027-02-01,0
Civic,UK,26,2027-02-08,153
Civic,Germany,26,2027-02-08,121
Civic,France,26,2027-02-08,89
Civic,Italy,26,2027-02-08,58
Civic,Spain,26,2027-02-08,51
Civic,Netherlands,26,2027-02-08,38
Civic,Belgium,26,2027-02-08,32
Civic,Poland,26,2027-02-08,29
Civic,Nordics,26,2027-02-08,38
Civic,Portugal,26,2027-02-08,29
CR-V,UK,26,2027-02-08,153
CR-V,Germany,26,2027-02-08,121
CR-V,France,26,2027-02-08,89
CR-V,Italy,26,2027-02-08,58
CR-V,Spain,26,2027-02-08,51
CR-V,Netherlands,26,2027-02-08,38
CR-V,Belgium,26,2027-02-08,32
CR-V,Poland,26,2027-02-08,29
CR-V,Nordics,26,2027-02-08,38
CR-V,Portugal,26,2027-02-08,29
HR-V,UK,26,2027-02-08,77
HR-V,Germany,26,2027-02-08,61
HR-V,France,26,2027-02-08,45
HR-V,Italy,26,2027-02-08,29
HR-V,Spain,26,2027-02-08,26
HR-V,Netherlands,26,2027-02-08,19
HR-V,Belgium,26,2027-02-08,16
HR-V,Poland,26,2027-02-08,14
HR-V,Nordics,26,2027-02-08,19
HR-V,Portugal,26,2027-02-08,14
Jazz,UK,26,2027-02-08,92
Jazz,Germany,26,2027-02-08,73
Jazz,France,26,2027-02-08,54
Jazz,Italy,26,2027-02-08,35
Jazz,Spain,26,2027-02-08,31
Jazz,Netherlands,26,2027-02-08,23
Jazz,Belgium,26,2027-02-08,19
Jazz,Poland,26,2027-02-08,17
Jazz,Nordics,26,2027-02-08,23
Jazz,Portugal,26,2027-02-08,17
e:Ny1,UK,26,2027-02-08,87
e:Ny1,Germany,26,2027-02-08,69
e:Ny1,France,26,2027-02-08,51
e:Ny1,Italy,26,2027-02-08,0
e:Ny1,Spain,26,2027-02-08,0
e:Ny1,Netherlands,26,2027-02-08,22
e:Ny1,Belgium,26,2027-02-08,18
e:Ny1,Poland,26,2027-02-08,0
e:Ny1,Nordics,26,2027-02-08,22
e:Ny1,Portugal,26,2027-02-08,0
Civic,UK,27,2027-02-15,153
Civic,Germany,27,2027-02-15,121
Civic,France,27,2027-02-15,89
Civic,Italy,27,2027-02-15,57
Civic,Spain,27,2027-02-15,51
Civic,Netherlands,27,2027-02-15,38
Civic,Belgium,27,2027-02-15,32
Civic,Poland,27,2027-02-15,29
Civic,Nordics,27,2027-02-15,38
Civic,Portugal,27,2027-02-15,29
CR-V,UK,27,2027-02-15,153
CR-V,Germany,27,2027-02-15,121
CR-V,France,27,2027-02-15,89
CR-V,Italy,27,2027-02-15,57
CR-V,Spain,27,2027-02-15,51
CR-V,Netherlands,27,2027-02-15,38
CR-V,Belgium,27,2027-02-15,32
CR-V,Poland,27,2027-02-15,29
CR-V,Nordics,27,2027-02-15,38
CR-V,Portugal,27,2027-02-15,29
HR-V,UK,27,2027-02-15,77
HR-V,Germany,27,2027-02-15,61
HR-V,France,27,2027-02-15,45
HR-V,Italy,27,2027-02-15,29
HR-V,Spain,27,2027-02-15,26
